rest_id,rest_name,rest_operatingHour,rest_address,rest_phonenum,rest_website,rest_email,rest_desc,rest_rating,rest_num_rater,rest_keyword,rest_attractions,image1_img,image2_img,image3_img
108,Marhaba Restaurant - Mandi and Madfoon,10.00 AM - 11.00 PM,"D1 -G4 -1, Publika Solaris Dutamas No 1 Jalan Dutamas, Kuala Lumpur 50480 Malaysia",+60 3-6207 8222,http://marhabarestaurant.com.my/,info@marhabarestaurant.com.my,"Middle eastern cuisines have been in Malaysia for many years. Over the years, they have gained popularity around Jalan Bukit Bintang. However, all that glory and fame ended when the quality and consistency of food declined. Despite the drop in standards, restaurant still continue to charge high prices for their food – which is absurd! These cased locals and even foreigners began to distant themselves from most Middle Eastern restaurants forcing the closure of some of them. Fortunately for us, Marhaba Restaurant – Signature Yemeni Cuisine, has much to offer. They are dedicated to offer guests with authentic Middle Eastern experience of fine dining alongside rich tradition of Yemeni food. Beginning with the design of the restaurant, it felt really luxurious and well designed. Consistency of a certain pattern can be seen throughout the restaurant, which includes the glass window, ceiling, walls, partition and so on. Furthermore, various seating options are available as well – indoors, outdoors, on a carpet within a divided section and of course, the private room with a private toilet in it (trust us, that was amazing). Members of Marhaba Restaurant – staffs and waiters were extremely responsive. They also serve with a smile on their face, which help provide a warm and welcoming atmosphere and dining experience. Most importantly, all the food were freshly prepared from scratch with no frozen ingredients – just chilled. Upon ordering, we were given a plate of appetizers, which consisted on several chopped vegies along with a bowl of Lamb Soup and a glass of tea (absolutely free of charge!). The best part about it was the flavor and aroma induced within the soup – absolutely tantalizing. We could literally smell the soup meters away before arrival. It was also rich in the essence of lamb and had a great depth of flavor. With no hesitation, we ordered seconds. We began our feast with a large serving of traditional Yemeni bread that looked like a ridiculously huge ‘Naan bread’ called ‘Mulauwah’. Seriously, it was huge! However, finishing the bread quickly would be the most ideal because it gets cold rather quickly. No worries though, the lamb stew that it came with, ‘Saltah Fahsah’ was rich in flavor and filled with pulled lamb meat that complimented the bread perfectly. Comes in a stone pot, it was savoury, sweet, a tinge of spiciness, hearty and truly worth recommending. Would love that for breakfast! Moving on, Marhaba Restaurant is also famous for its Lamb Hanith, which is selected from baby lamb not more than 6 weeks old. The meat was incredibly tender and the spices and herbs used packed a whole lot of flavor. The meat was so soft that it fell off the bone with ease. The rice that was included was also fragrant, aromatic and flavourful. Last but not least, the portion itself was huge and can possibly be shared among 4-5 people, though we heard stories of an individual finishing it with ease. Loved the flavor, texture and definitely the size of it. Other dishes such as the Grilled Prawns were really good as well. Not only was it fresh, it was seasoned and cooked to perfection! Lovely sweetness of the prawns alongside savory and aromatic ends of the herbs made it truly remarkable and of course, delicious. Hummus, a dish that can be found in every Middle Eastern restaurant, was not left out as well. In fact, it worked pretty well with the ‘Mulauwah’ Yemeni Bread. It had the depth of flavor and was really smooth as well. Light, simple and somewhat addictive. We also had some uniquely-named dishes such as the Chicken Mandi and Lamb Mandi, which literally translate to ‘Chicken Shower’ and ‘Lamb Shower’. Despite the weird name however, it seemed pretty normal. The chicken was red in color and served with rice. It was tender, juicy and had a hint of flavor. The Lamb Mandi on the other hand, was packed with flavor – more compared to the Chicken Mandi. Despite both being prepared with traditional Yemeni spices. Last but not least, we had Honey Dates for dessert. Not those dates that you’ll find in the supermarket but something much more unique. It was basically bread with dates topped with honey – simple but unique. The flavor itself was pretty odd for most of us. Hence we believe that it was an acquired taste. However, loved the fact that it was a nice balance of sweetness between the dates and the honey and really appreciated the idea of it. Marhaba Restaurant also prides itself in its array of mocktails and fresh juices. They have all the basics from Pinacolada to Fruit Punch and even their very own signature Marhaba Fruit Mocktail. Definitely worth the try as their main dishes were all extremely flavorful. So if you’re in the mood for some awesome lamb dishes or even Middle Eastern cuisine in general, do visit Marhaba Restaurant – Signature Yemeni Cuisine for your share of deliciousness today!",4,50,Restaurant,Heavy Meals,static/restaurant_pics/Marhaba Restaurant - Mandi and Madfoon.jpg,,
109,Essence Restaurant,6.00 AM - 11.00 PM,"Jalan Sultan Ismail Sheraton Imperial Kuala Lumpur Hotel, Kuala Lumpur 50250 Malaysia",+60 3-2717 9900,http://www.essencerestaurantkl.com/,essence.venue@sheraton.com,"For many families, weekends are the only time lunch time can be spent together around the same table. These moments are to be cherished, and what better way to spend valuable time with your kids than a leisurely weekend brunch with lots of fun, enjoyment and laughter for the whole family. This family-oriented brunch will feature a special Kids Corner, with games and toys, a kids buffet, TV (with cartoons playing) as well as a professional clown and balloons. Gaga the clown did a great job entertaining all the kids with his funny antics as well as his brilliant balloon sculpturing skills. This gives us parents a chance to relax and enjoy the lovely buffet spread on offer, specially crafted by Executive Chef Bob and his team. Start your afternoon with the salads, seafood on ice, sashimi or sushi, followed by the slow roasted Australian rib eye, roasted New Zealand whole lamb leg, beef Wellington, and roasted stuffed chicken roulade, Do check out the Malay and Indian counters, for the freshly grilled satays, nasi biryani and curries. The children can partake in the Kids Buffet which includes mini chicken burger, baked cheesy macaroni, deep-fried fish finger, stew beef meat balls. There will also be a cotton candy and popcorn machine for the kids. I'm a big fan of seafood, hence I am really excited when Essence Restaurant, the signature all day dining restaurant in Sheraton Imperial Kuala Lumpur Hotel introduces its all new 'Weekend Seafood & Grill' buffet. The lavish and sumptuous buffet dinner featuring live culinary stations as well as international and local selection is truly a feast for all senses.  Diners can indulge in a variety of fresh seafood such as Alaskan King Crab Legs, Slipper Lobsters, Japanese Fresh Oysters, Scallop, Fresh Poached Prawns, crab and many more that's sure to delight. The premium seafood highlights also include a Caviar Station offers the freshest salmon roe, black & red lumpfish caviar and tobiko caviar to top it off! The tantalising spread also includes Cold Cut Platter, Cheese Counter, Salad and Appetizers, Asian Speciality, Indian Speciality, Noodle Bar and Assorted Steamed Dim Sum. Rounding up the best that the hotel has to offer, diners will be spoilt for choice with signature dishes from the master chefs from the award-winning Chinese restaurant, Celestial Court and Italian restaurant, Villa Danieli. Celestial Court will present their signature Roasted Duck, carved and served as roasted duck rolls with condiments, whilst Villa Danieli's Italian Chef Fedrico Bozzo will whip up various handmade pastas drenched in sauces of your choice at the Pasta Station. Don't forget to save room for desserts! Indulge your sweet tooth with decadent desserts such as Chocolate Fudge Cake, Raspberry Mille Feuille (my fav), Pistachio Pave, Passion Fruit Creme Brulee, Cheese Cake, Berries Tartlet, Strawberry Pavlova Bites, Mango Financier, Ice Kacang with condiments, Seasonal Fresh Fruits, Assorted Cookies and many more.",4,159,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
110,DIN by Din Tai Fung at Suria KLCC (NO PORK),11.00 AM - 9.00 PM,"Suria KLCC Lot 417, Level 4, Kuala Lumpur 50088 Malaysia",+60 11-6996 3930,https://din-my.com/,info@din-my.com,"Din Tai Fung (DTF) recently launched a Muslim friendly No Pork version of their famous restaurant in Kuala Lumpur (KL) and we drove more than 300km to check them out. Named DIN by Din Tai Fung, the one star Michelin restaurant serves up their iconic 18 folds Xiao Long Bao (Taiwanese Soup Dumplings) with the pork stuffing substituted with minced chicken instead. As soon as we got a seat after a short queue, we were all geared up to stuff our faces. The first item on the menu we ordered was, of course, the Xiao Long Bao. The handcrafted paper-thin Xiao Long Bao with the intricate 18 folds just literally bursts in your mouth with an explosion of flavours. We have tried steamed soup dumplings before but DTF’s Xiao Long Bao is way ahead of their competitors in terms of taste and texture. Definite must try! Ann has a penchant for soups and she proceeded to order the House Steamed Chicken Soup on her next to order list. The clear broth soup was very flavourful and the pieces of chicken in it falls off the bone easily. It is the kind of comfort soup that you will crave for when you are having a cold. The soup truly whets our appetites for more of the food to come. As for me, I ordered the mouthwatering Braised Beef Soup which was truly rich in flavours. The pieces of beef were cooked to tender perfection and every bite of the beef melts in your mouth. However, do note that the soup is very heaty and I was literally fanning myself awhile later to cool down. Next, we ordered a serving of the Crispy Fried Shrimp Wontons. Fresh shrimps in a crispy dumpling wrapper cooked to crunchy goodness served with a dollop of mayonnaise. Ann did not get enough of the Crispy Shrimp Wontons, so we ordered a serving of the Sweet Mayonnaise Prawn. The prawns are battered, deep fried and smothered with sweet mayonnaise. Compared to the Shrimp Wontons, the prawns were huge and pretty filling. We had to take a little breather to finish up the prawns. After trying out the Xiao Long Bao, we decided to give the Shrimp & Chicken Shaomai a try as we questioned ourselves of having shrimp and chicken together in the same wrapper dumpling would give us double the gastronomic pleasures. Sadly it didn’t but still, the Shaomai was great to the last dumpling. Generally, molten salted egg buns we tried are very sweet to our liking but here at DTF, their buns are less sweet and very savoury.  The buns were fluffy too and the creamy flow of salted egg yolk goodness was one of the best custard buns we have tried. To top it all off, Ann ordered the Steamed Thousand Layer cake to take away as we had no more space in our tummies for dessert but Ann die die wanted to try this cake. The soft, spongy steamed cake was a great sweet dessert. It is served with condensed milk and sesame seed paste. A sweet ending to our gluttonous meal. All in all, we spent slightly more than RM200 on our satisfying meal. DIN by Din Tai Fung is definitely a must try restaurant and the road trip we made all 300 km was worth it. We hope that DIN by Din Tai Fung would open one of their Muslim friendly restaurants here in Singapore. Till then, there are always reasons for us to have a short getaway road trip again.",4,120,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
111,D Empire Pavilion,11.00 AM - 10.00 PM,"168 Jalan Bukit Bintang Lot 6. 33 & 6. 34, Pavilion Kuala Lumpur, Kuala Lumpur 55100 Malaysia",+60 3-2110 6196,https://dempirecuisine.com/,info@dempirecuisine.com,"D Empire Art of Cuisine Pavilion KL – With a catchy all-white front facade near centre area of Pavilion 6th floor (*opposite Tonkatsu)  you can hardly miss out this restaurant when passing by, or perhaps in the next second, already having desire to try it out. For the latter, you should. Specializes in European cuisine, D Empire aims to satisfy diners with delicacies from the continent at affordable price,, in an elegant dining ambience. Food here is prepared by Chef Dallan Tan, an experienced chef who has honed his skills in Europe for many years before returning to homeland. D Empire menu covers a good selections of starters, salads, pizzas, soups, lasagna, pasta, meat, poultry, seafood, risottos and desserts. Among all, Mushroom Risotto, Stuffed Escargots Bourguignon, Australian Braised Lamb Shank, Hazulnut Truffle Brownie and Beef Steak are some of the must-have. For starter, Stuffed Ecargots Bourguignon is our favourite. 6 French snails in one serving, each beautifully spiced up with chopped garlic, English parsley and melted butter that add in mellow sweetness. Caesar salad is kept simple with romaine lettuce as leafy green, tossed with D Empire housemade caesar dressing. Further topped with croutons, parmesan cheese and your choice of beef bacon or smoked chicken ham. Nothing fancy but deserved applause on the effort of making caesar sauce instead of using store bought bottled sauce. Smoked Salmon Pizza in D Empire falls on thin crust version, crispy throughout, not much doughy bites. Spread with tomato sauce and cheese before going for oven bake, then topped with rocket leaves and smoked salmon slices. Summergirl always enjoy the combination of rocket leaves and smoked hence she literally can have the whole pizza to herself. Order if you were same as her. Australian lamb shank arrives in a hearty portion. A little gamey to us but doesn’t matter as the nicely braised meat has taken over the attention – fork tender, dressed in flavoursome reduction of lamb sauce. Complete with a side of mashed potato and  seasonal vegetables. Our favourite in D Empire Restaurant. Risotto is getting more common in Kuala Lumpur but not all done it right, sometimes over rich, sticky and way too difficult to finish. D Empire version is surprisingly delicious! Creamy gravy but not cloying, thickly coated to rice that is still hard at the centre of grain. Tossed with mussels, squid, prawns and clams. Pan-fry seabass with appetizing spicy coulis sauce, a side of vegetables and seasonal superfood salad. Highly recommended if you are planning to have fish dish during your visit to D Empire. Besides, D Empire is prides for their steaks – Australian Ribeye, Australian Black Angu, Wagyu Beef Ribs and Blackmore Wagyu Sirloin. Dessert, the sweetest time for our dinner. Opted for Hazelnut Truffle, a chocolate brownie like sweet treat, strongly infused with taste of truffle. Crowned with your choice of strawberry, vanilla or chocolate ice cream. For beverage, D Empire serves a wide range of alcoholic and non-alcoholic drinks, ranging from mocktail, fruit punch, coffee, Gryphon fine tea, soda, ice blended, fruit juices to margarita, long island tea, classic mojito, beer, wine.",4.5,177,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
112,Mansion Tea Stall,8.00 AM - 12.00 AM,"Jalan Masjid India No 2, Lorong Bunus Satu, Selangor Mansion, Kuala Lumpur 50100 Malaysia",+60 12-331 1456,https://m.facebook.com/profile.php?id=258450821280665&__tn__=C-R,,"Think of the preconceived notions you hold of restaurant ambience, of international cuisine, of legendary flavors and of memorable service. Think of these, then toss them in the bin. Mansion Tea Stall, an open-air hawker nestled within Kuala Lumpur, Malaysia, caters to all but your expectations. After an LRT excursion toward Masjid Jamek, a subway station named after a neighboring mosque, seekers of Mansion Tea Stall find themselves surpassing a few noteworthy landmarks. The first of these is a miniature urban courtyard, wrought with commissioned abstract sculpture work and, oftentimes, sleeping locals. Head past and you’ll encounter a bridge that may be eternally under construction (if my three-week stint in the city counts for anything, it’s anecdotal evidence). Whether you find yourself trampling sandbags or hopping over still-wet staircases, you have no choice but to cross this bridge. After all, Mansion Tea Stall lies inconspicuously on the other side, taunting you with aromas of freshly baked vadai and pulled tea spices. As you waltz over the bridge, you’ll find yourself vulnerable to a novel experience. Visit in the heat of the day and you may just stumble upon a monitor lizard crawling along the bank below you. They’re massive, far too closely resembling the related comodo dragon than I’m comfortable with. And if all you’re used to is the rat of NYC, they make for some serious city entertainment. The bridge will end in a snap, and there you’ll find the most unassuming, the tastiest of all hawker stalls in Kuala Lumpur. Mansion Tea Stall appears so abruptly that you may not be sure whether or not the journey to your destination has yet ended. The giveaway is this: long tables and plastic stools blend seamlessly from the dining room into the street, and locals never cease to gather. In Malaysia, a hawker stall houses streetside fare that’s far more affordable than any of its refined counterparts. It’s there you will find the true spirit of the region, the heartbeat of a well-fed nation thriving on bits of Malay culture itself as well as that of China, India and even Portugal. Mansion Tea Stall has got a few dishes down pat, the foremost of which lies in the name. Their teh tarik, or pulled tea, has a strong aura of spices complemented by the fattiness of milk and the sweetness of sugar. Order one and you’ll be treated to a show, as the tea artisan on duty will aerate the beverage by pouring it from one cup in the air to another at counter level. They will repeat this process twice, even thrice, ensuring the warm tea is padded with air bubbles by the time it reaches your palms. This is a drink that Malaysia is known for, and Mansion Tea Stall honors it proudly. A quick roti canai for breakfast or afternoon snack is next on the list. For just over 1 Malay ringgit, you’ll be treated to a pancake, adequately fried in butter, slapped fiercely with bare hands and chopped by a frighteningly large butcher knife (I like to think it gives it character), as well as a bowl of dhal, or lentil curry. Don’t even think of using a fork to dip the roti and carry it to your mouth; this is all a handmade affair. If you’re a bit hungrier, Mansion’s roti special serves roti and curry with a couple of perfectly soft-boiled eggs, making for a meal you actually do require a fork and spoon for. Otherwise, you can opt for the hawker’s very own variant of mee goreng, or Malay fried noodles. At breakfast time, grab a vadai, or lentil-flour donut with savory curry herbs mixed in, to dip in your dhal. As this stall is open 24/7, feel free to make a late-night trip for thosai, a rice-flour crepe served with curry and coconut chutney for dipping. Whatever you choose to gorge in, you’ll be hard-pressed to exceed 2 USD in spending. Oh, and when the bill finally rolls around, it’s often up to you to keep track of what exactly you had. The workers are too busy slapping roti and serving tea to do it for you. Despite its absolutely unassuming nature, Mansion Tea Stall is a place travelers to KL must hit once, twice, maybe five times if you’re anything like me. It’s only two stops on the train from KL Sentral, it’s cheap yet culinarily extravagant, and it’s got some serious local soul. You won’t be able to help from dabbling in conversation with your neighbors (whether they speak your language or not, you’re bound to find some way to communicate, even if it’s just through a few grunts of dining approval). And, if you do it right, you’ll be digging so deep into your food that you’ll have to rinse off at the sink before heading back to the subway.",5,13,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
113,Indian Spices Village,9.00 AM - 10.00 PM,"No.204, Ground Floor, Jalan Tun Sambanthan, Brickfields, 50470 Little India, Kuala Lumpur Ground Floor, Brickfields, Kuala Lumpur 50470 Malaysia",+60 3-2276 6484,https://www.facebook.com/indianspicesvillage/?ref=aymt_homepage_panel,indianspicesvillage@gmail.com,"Indian Spices’ menu is extensive enough that you’re bound to discover several intriguing items to devour. Try the fried mutton brains (RM13), which bear the same consistency as scrambled eggs, or the Chettinad-spice-cooked mutton liver, characterised by the unmistakable but relatively mellow flavour of liver (RM13). Quail biryani (RM17) is suitable for sharing – a competent version amid the avalanche of biryani specialists in Brickfields. Our favourite order here might be the egg uttapam, light, fluffy and flavoursome like the most satisfying sort of pancake, followed by the egg idiyappam, served fresh and steaming-hot.",4,61,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
114,Nando's @ KLCC,10.00 AM - 8.00 PM,"Lot C07 Concourse Floor, Suria KLCC, Kuala Lumpur City Centre, Kuala Lumpur 50088 Malaysia",+60 3-2166 6555,https://nandos.com.my/,peri-peri@nandos.com.my,"It's been two decades since Nando's spread its wings to Malaysia, landing first in Bangsar before finding millions of fans all across the country with its world-class flame-grilled PERi-PERi chicken, complemented by the South African-born brand's inimitable PERi-PERi sauce. Since 1998, Nando's has continued to evolve with Malaysia; when we visited its Bangsar Village branch earlier this month (close to its original roots in Telawi), we were impressed by the recent refurbishments, which bring a brighter, more contemporary look to the restaurant, blazing with vivid colours that match the venue's vibrant Afro-Luso soundtrack (further refurbishments are set to provide many of Nando's 76 outposts in Malaysia with a distinctive appearance at each one of them). There's a carefully curated touch to everything here, from the music playlist to the portraits of Johannesburg life lining the walls (which Nando's exclusively commissioned from South African artists) to every piece of furnishing. Ultimately, the space evokes a warm, relaxed vibe that feels like home, making it an ideal place to reconnect and reminisce with family and friends. That same attention to detail extends to the menu - we were here to check out Nando's new campaign, with the tagline ''Feel The Kick Without The Pinch,"" which spotlights a variety of hearty dishes that demonstrate how a Nando's meal can pleasure your palate without punishing your budget, filling your belly but not emptying your wallet. Quality isn't sidelined either; Nando's chicken goes through a thorough 24-hour marinade, so the flavour flows right into the bone. Only fresh A-grade chicken is used, and it's never deep-fried, rounded out with the unmistakable and uniquely flavoured PERi-PERi sauce. Fun fact: Nando's cultivates its own PERi-PERi chillies in southern Africa in collaboration with small-scale local farmers, to create the special magic of its PERi-PERi sauce, mingling with nuances of onions, herbs, fresh lemons and garlic. The result: Dishes that warm both the heart and the body, such as the Chicken Trinchado, Nando's fowl reinterpretation of a braised beef staple, featuring the honest, home-evoking nuances of chicken in a comfortingly sweetish sauce, coupled with Mediterranean-inspired rice (also RM 11.31). As Nando's loyalists know, most of the chicken here is available in four aromatic flavours: Lemon and Herb, Mild, Hot, and Extra Hot. There's a free flow of PERi-PERi sauce for you to further enhance dishes like the Grilled Chicken Tenders, comprising strips of PERi-PERi-basted chicken tenders, which come with two regular sides of your choice for RM 14.42 (pictured is the Red Skin Mashed Potato and the Chargrilled Veg), representing nutritionally balanced nourishment. We love mixing and matching the various PERi-PERi sauce in the spirit of experimentation; as Nando's describes it, the sauce delivers flavour first, heat second, resulting in a full-bodied sensory experience. If you're in a group and want a starter to share too, we suggest the Garlic Cheesy Pita, blending together the delights of pita bread stuffed inside with a garlic spread and melted cheese for a moreish snack (RM 6.90). Or if you're just stopping by for a refreshing beverage, besides the usual bottomless drinks, Nando's has also introduced a Mango & Lime Cooler, its tropical flavours working well on their own or partnered with the PERi-PERi chicken meals (RM 5.90).",3.5,493,Restaurant,Fast Food,static/restaurant_pics/Tbg.jpg,,
115,KebabG,1.00 PM - 12.00 AM,"44-2 Jalan Sultan Ismail Ground Floor, Kuala Lumpur 50250 Malaysia",+60 11-2290 0999,https://www.facebook.com/Nukecoffee2020/,info@kebabg.com,"Middle Eastern cuisine is one of the popular dining choice for locals, probably because it is packed with flavours and spices Malaysians are pretty used to… Middle Eastern food basically comes influenced by countries such as Syria, Lebanon and Turkey (and others) where their culinary history are heavily influenced by the different cultures and civilisations through the years… Middle Eastern food are often all about a healthy blend of ingredients such as lentils, chickpeas, lamb and chicken with an aromatic mix of spices and herbs that yield rich flavours with every mouthful…. The next time you’re thinking of some Middle Eastern cuisine, be sure to head over to Syrian House in Kampung Baru… As you enter the restaurant, your eyes will be drawn to the beautiful and unique al fresco dining area, giving you a glimpse of old Damascus in Syria…. There’s an elaborate fountain in the middle of the dining area and there is even a well that churns bubbles out for the kids or the young at of heart to play with… Syrian House is a casual dining restaurant serving some delicious Middle Eastern food prepared by their new Syrian chef and new management…. Their most requested dish is the Lamb Mandi – delicious lamb that practically melts in your mouth on a bed of well flavoured basmathi rice… And also the Mix Grill, which I seriously cannot get enough of boasting a richly spiced assortment of lamb kebab, chicken kebab, shish tawook served with french fries, and the chef even threw some slices of Arayes Lamb in our special platter… If you’re looking for an irresistible appetizer, you really have to try their Halabi Kebab made from lamb meat baked with a tomato-onion reduction.. Do try out their Fattoush Salad that comes sweetened with pomegranate juice … Or if you want a healthy one, go for the Mix Appetizers… With the usual hummus, mutabbal, grape leaves, baba ganoush etc. Another main dish you should try would be the Chicken Kabsa, with beautifully grilled spice and herb marinated chicken on top of a bed of Kabsa rice… Our meal ended with some Sweetness of Cheese or Halawet el Jibn – soft, sweet cheese semolina dough, stuffed with clotted cream and drizzled woth rose syrup and pistachios. And of course, a super pure mango juice which was just super rich and good… Overall the ambience is just lovely, the staff are attentive and great and the food is just superb… Will definitely be returning…",4.5,14,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
116,"Meisan Szechuan, Quality Hotel",9.00 AM - 3.00 PM,"Jalan Raja, Kuala Lumpur Malaysia",+60 3-2614 8000,http://www.quality.com.my/dining,None,"Enjoying dim sum delights at Meisan Szechuan Restaurant, Quality Hotel in Kuala Lumpur with family and friends is nothing unusual for my beloved, John and I. After all, that eating joint is one of the few restaurants that specializes in HALAL Chinese (Szechuan and Cantonese) cuisine and suits us just fine with Muslim members in our family. This restaurant is one of our favourite places to celebrate special occasions. Lovely ambience and wonderful food. We're attracted by its dim sum buffet lunch that offers unlimited dim sum, noodles, porridge, yong tau foo, cakes, fruits and desserts, at a reasonable charge per pax. On the whole, we've always come out happy, fully satisfied and stomach filled to 'overflowing' after a hearty overindulged meal. Haha! However, we have yet to try out its ala carte Chinese dishes, but I'd assume that they could be just as lovely, judging by the tasty, delicious and extensive varieties of dim sum offered during its daily dim sum buffet lunch. Nevertheless, there was a slight setback during our last visit to Meisan to celebrate Yanti's belated birthday on the 3rd Sunday of January! Food was good as usual, but we were a little disappointed with the slow replenishment of food. Probably, the crowd was large that Sunday, thus demand far outweighed supply, though we felt that shouldn't be an excuse! Service was rather slow, appeared short-staffed! Anyway, that was the first time we've experienced the fairly slack service on a Sunday and hope it won't be repeated in future. Frankly, John and I treated his mom and an old friend less than 3 weeks earlier on the last day of year 2009 and had enjoyed our meal tremendously and service then was good as usual.",4,25,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
117,Enak KL,10.00 AM - 6.00 PM,"181 Jalan Bukit Bintang Feast Village Starhill Gallery at JW Marriott Kuala Lumpur, Kuala Lumpur 55100 Malaysia",+60 3-2782 3807,http://www.feastvillage.com/enak-kl/,feastvillage@ytlhotels.com.my,"For a distinctively Malay meal in a fine setting, Enak KL in Feast Village, Starhill Gallery is the place to be. In celebration of its 13th anniversary this year, Enak KL reopened its doors in this new location within Feast Village, with a promise to serve authentic Malay cuisine through its thoughtfully curated menu. Enak in Malay translates to ""tasty"" or ""delicious"", and what a befitting name it is for this well-established restaurant. We recently visited the restaurant for a family meal and the food was absolutely delightful. To start, we had the keropok lekor (RM10), deep fried fish sausage served with a sweet chilli sauce. We're big fans of this traditional snack, so it didn't take long for the lekor to disappear from the basket. For mains, we shared the Ikan Bakar (we selected red snapper) and Grilled King Prawns as well as their signature Daging Rusuk (RM65). All main dishes are served with complimentary rice (either nasi putih, nasi briyani or nasi tomato). First to arrive was the Daging Rusuk, and the staff promptly portioned it out for us and served it on our plates. Great service! The beef ribs has first been braised, then charcoal grilled, imparting a delicious smokiness to the tender meat. The meat was especially good eaten with the air asam jawa as the tangy sauce pairs well with the rich meat. Highly recommended! The fish is seasoned and marinated in their terutup secret glaze, wrapped in banana leaf and grilled. We were pleasantly surprised to find that the whole fish has been skillfully deboned and then put back together to serve as a whole fish, for the diners enjoyment. Moist, juicy and flavorful, this was a big hit at our table (Baby C kept asking for ""more, please!""). The king prawns were also expertly grilled, revealing sweet, juicy and taut flesh. Really good! We also had the Asparagus sambal tumis (RM15) to balance out the meal. Enak KL is currently offering set meals for lunch at RM28 which includes appetizer, main, dessert and drink; choose from Laksa Johor, Nasi Goreng to Mee Kari. Available daily from 12pm to 3pm.",4,263,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
118,Al diafah Express,11.00 AM - 9.30 PM,"45, Jalan Radin Anum Bandar Baru Sri Petaling, Kuala Lumpur 57000 Malaysia",+60 3-9059 6237,https://www.facebook.com/AlDiafah/,restaurant@aldiafah.com.my,"Al Diafah is an Arabic restaurant located at Sri Petaling. The establishment began in 2006 as a small shop selling food products such as dates and nuts. Now, its a full fledged restaurant owned by Salleh Kym, and restaurant manager, Harris Harvey Siddick. Their ambition with Al Diafah was to serve society with food that touches the souls and brings to life the Middle Eastern culture. It can safely be said that their mission has come to life considering the restaurant is a hit with the Arab community who come from as far as Putrajaya and Bangi for a taste of the Middle East. This level of customer interaction even led them to opening another outlet in Kajang in the beginning of 2014, with two more branches in Shah Alam and Damansara expected to open soon. Where the food is concerned, Al Diafah Express has a wide spectrum of dishes that cover appetisers, pastas, sandwiches, meats, seafood, kebabs, and rice dishes. However, the standout dish has to be the Royal Mixed Grill, which takes approximately 25 minutes to make. The dish has is served with crunchy toasted Arabian bread stuffed with lamb kebab dipped in Tahini Sauce, smokey-flavoured chicken kebab known as Shish Tawouk as well as lamb chops. An interesting thing to note is that Al Diafah Express is that it still sells Arabic and Middle Eastern food products and beverages. Some of these include fruit juices such as mango, pomegranate, lemon, orange, etc. They also sell sweets, dates or date-based sweets, which go well with Arabic white coffee that’s also available here. So it’s very clear that Al Diafah Express can provide customers with the Arabic and Middle Eastern experience they’re looking for.",4.5,29,Restaurant,Heavy Meals,static/restaurant_pics/Al diafah Express.jpg,,
119,Nasi Lemak Wanjo,6.00 AM - 12.00 AM,"8 Jalan Raja Muda Musa Kampung Baru, Kuala Lumpur 50300 Malaysia",+60 19-211 6453,https://www.facebook.com/nasilemakwanjoofficial/,syzul3115@gmail.com,"Think about some of the most popular Nasi Lemak in Kuala Lumpur, chances are you might name Nasi Lemak Wanjo. Located in Kampung Baru, this humble eatery is famous among locals during breakfast and supper as they operate from early morning until late night. Formerly known as Nasi Lemak Mak Wanjo, the restaurant has been operating for 55 years as they started as a regular roadside stall. Today Nasi Lemak Wanjo is highly regarded as the best Nasi Lemak in Kuala Lumpur. Much like most Nasi Lemak stalls, you will be served a standard plate of santan rice and essential ingredients ikan bilis , boiled egg and cucumber. Feel free to request for more rice or sambal as you will not be charged extra for it. And lastly, you proceed with the side dishes of your choice. Two of the better side dish here are the Sambal Sotong and Fried chicken. The fried chicken had a wonderful smell, moist and tender on the inside. The Sambal Sotong on the other hand is cooked to the right tenderness. The sotong sizes were quite big and the sambal here was quite spicy. Nasi Lemak Wanjo don’t skimp out on the portion of Sotong and the sizes of each sotong was quite big compared to other nasi lemak eateries. The sambal by Nasi Lemak Wanjo is the sweet type but if you are a spicy sambal lover, don’t be put off by that. It tasted absolutely delicious, mildly spicy and paired well with the aromatic santan rice. And if you are yearning for a spicy kick, their sambal sotong is a must to order. The sotong was fresh and tender and we loved how the sotong soaked up the sambal that was cooked in it. Price wise, we wouldn’t call it cheap since it is an authentic Nasi Lemak spot at Kampung Baru. But at least it was reasonable enough as we took 2 side dishes and we feel you get what you paid for. Moreover, it taste absolutely delicious hence we don’t mind the price tag.",4,57,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,Al Rawsha Restaurant Kuala Lumpur,
